#{"t_start": 1781067866.7056441, "env_id": "None"}
r,l,t,task_success,target
113.16588,20,4804.788471,True,potato
132.04554,16,4811.666705,True,potato
135.325049,17,4818.324068,True,potato
133.574048,18,4825.879873,True,potato
147.075701,20,4843.210927,True,potato
129.488823,17,4852.116079,True,potato
148.300807,21,4858.934009,True,potato
151.046992,20,4869.250737,True,potato
166.247992,24,4876.293903,True,potato
131.827823,22,4884.52524,True,potato
151.92554,19,4890.839132,True,potato
131.813557,20,4896.98631,True,potato
116.830613,17,4903.257403,True,potato
131.953557,21,4909.613817,True,potato
132.674048,20,4916.134988,True,potato
116.134048,21,4922.528012,True,potato
131.032105,18,4929.29094,True,potato
146.282906,19,4937.475249,True,potato
131.059315,16,4944.311987,True,potato
128.502598,17,4952.758369,True,potato
132.316992,22,4959.363438,True,potato
115.995453,24,4966.198441,True,potato
