#{"t_start": 1780992508.287843, "env_id": "None"}
r,l,t,task_success,target
131.865281,19,5559.418983,True,carrot
128.640566,26,5566.449579,True,carrot
114.456371,16,5571.562685,True,carrot
115.536992,20,5578.605663,True,carrot
148.726026,22,5584.951939,True,carrot
151.448484,20,5590.671137,True,carrot
131.70554,17,5596.44323,True,carrot
153.291766,26,5603.35574,True,carrot
111.83726,30,5609.855658,True,carrot
131.168823,19,5616.231185,True,carrot
115.213557,22,5623.501323,True,carrot
130.03588,17,5628.320858,True,carrot
113.900178,26,5634.44459,True,carrot
116.660052,26,5642.462265,True,carrot
150.67554,19,5648.128973,True,carrot
114.136371,18,5655.334705,True,carrot
132.103557,19,5661.965381,True,carrot
115.439495,18,5668.528756,True,carrot
131.256371,18,5674.034081,True,carrot
135.21944,32,5680.674267,True,carrot
136.096992,20,5686.663002,True,carrot
130.285049,18,5691.805929,True,carrot
113.804048,26,5697.249636,True,carrot
132.04554,16,5704.326496,True,carrot
131.151507,20,5712.953691,True,carrot
131.90554,17,5727.816967,True,carrot
111.459607,16,5734.031469,True,carrot
130.786371,19,5743.17487,True,carrot
131.514048,22,5752.249753,True,carrot
114.202958,27,5758.912558,True,carrot
151.431767,16,5764.708755,True,carrot
116.746371,15,5770.596839,True,carrot
131.666371,17,5778.532376,True,carrot
151.26554,22,5784.340319,True,carrot
134.368493,26,5789.941463,True,carrot
115.338822,22,5796.226744,True,carrot
150.179714,21,5802.575536,True,carrot
112.935049,18,5808.394619,True,carrot
130.149322,19,5814.271918,True,carrot
130.165049,20,5819.845539,True,carrot
151.195383,16,5824.966086,True,carrot
148.225142,53,5834.859576,True,carrot
130.942105,19,5840.814854,True,carrot
116.846007,26,5847.013486,True,carrot
132.285132,44,5854.997305,True,carrot
129.18492,20,5861.439826,True,carrot
131.563557,20,5867.754517,True,carrot
148.172259,17,5873.309665,True,carrot
130.633177,43,5880.092144,True,carrot
147.967992,26,5887.653225,True,carrot
129.184048,34,5896.44066,True,carrot
151.919315,17,5901.977488,True,carrot
130.62588,16,5907.657793,True,carrot
152.86554,18,5912.717006,True,carrot
131.042105,20,5918.44801,True,carrot
129.738823,17,5924.480461,True,carrot
125.527952,40,5932.871835,True,carrot
129.945049,19,5939.256877,True,carrot
110.572074,62,5948.405462,True,carrot
129.135895,26,5955.757044,True,carrot
128.887284,24,5962.038815,True,carrot
115.884832,16,5968.139026,True,carrot
113.89588,23,5974.519044,True,carrot
130.62588,16,5980.836641,True,carrot
128.490274,41,5990.083335,True,carrot
133.442597,21,5995.416388,True,carrot
131.151766,23,6001.68394,True,carrot
151.2265,21,6007.853375,True,carrot
150.047992,19,6015.243078,True,carrot
130.83833,25,6021.364431,True,carrot
116.202597,18,6027.73599,True,carrot
151.039936,24,6035.241929,True,carrot
112.664341,17,6040.883575,True,carrot
127.715049,21,6047.072034,True,carrot
152.731507,21,6053.529674,True,carrot
131.836371,16,6059.290988,True,carrot
114.202105,17,6065.478725,True,carrot
126.035049,33,6072.181911,True,carrot
113.386371,24,6077.692282,True,carrot
129.373557,25,6084.865656,True,carrot
127.273952,24,6092.528705,True,carrot
129.352105,25,6099.294914,True,carrot
114.50833,22,6106.373622,True,carrot
150.591507,22,6112.00706,True,carrot
130.742105,19,6118.847239,True,carrot
131.47554,19,6124.917156,True,carrot
114.997776,17,6130.954325,True,carrot
131.822597,21,6138.131172,True,carrot
149.97554,19,6145.152767,True,carrot
148.822259,17,6151.397637,True,carrot
131.663557,20,6156.864057,True,carrot
132.414048,22,6162.957789,True,carrot
151.64554,21,6168.804925,True,carrot
147.187992,23,6175.195626,True,carrot
115.516371,17,6179.957207,True,carrot
130.359315,18,6185.812689,True,carrot
117.642338,16,6191.599256,True,carrot
130.906371,20,6197.434289,True,carrot
151.83554,20,6203.595011,True,carrot
129.588823,17,6209.256658,True,carrot
111.501986,18,6214.93671,True,carrot
151.33554,20,6221.049753,True,carrot
132.802597,22,6227.214082,True,carrot
131.226371,18,6233.110628,True,carrot
131.49554,18,6239.061105,True,carrot
115.50554,19,6244.25236,True,carrot
166.891767,17,6250.166856,True,carrot
114.664341,22,6256.512282,True,carrot
113.154619,25,6266.452835,True,carrot
130.88554,20,6271.800063,True,carrot
134.543858,119,6286.161489,True,carrot
116.61687,18,6290.974098,True,carrot
130.49554,23,6297.175194,True,carrot
130.742105,19,6302.19742,True,carrot
133.274048,20,6308.066597,True,carrot
