#{"t_start": 1780821122.5057628, "env_id": "None"}
r,l,t,target
29.333434,42,2185.046472,diamond_ore
67.244486,32,2188.982854,diamond_ore
71.372474,44,2194.173532,diamond_ore
46.322139,42,2199.118871,diamond_ore
92.980205,18,2202.150959,diamond_ore
92.868079,16,2205.883927,diamond_ore
85.228127,8,2208.553454,diamond_ore
88.54093,19,2212.03774,diamond_ore
103.1295,11,2215.146479,diamond_ore
57.777202,45,2221.151623,diamond_ore
90.331097,6,2224.075839,diamond_ore
97.250492,13,2227.419472,diamond_ore
59.963385,75,2233.666567,diamond_ore
69.594621,47,2238.563046,diamond_ore
100.580142,13,2242.70646,diamond_ore
76.739902,20,2246.449571,diamond_ore
88.063781,20,2250.07918,diamond_ore
54.714163,40,2255.176457,diamond_ore
43.450039,16,2258.357696,diamond_ore
97.478252,15,2261.910683,diamond_ore
44.105994,19,2265.660811,diamond_ore
80.461228,16,2269.007909,diamond_ore
79.659084,16,2271.798786,diamond_ore
48.685451,62,2278.035847,diamond_ore
64.077912,43,2282.728155,diamond_ore
73.252574,24,2286.457127,diamond_ore
30.380969,32,2290.309077,diamond_ore
99.0,11,2293.961527,diamond_ore
20.859363,41,2298.677155,diamond_ore
80.411754,26,2302.804624,diamond_ore
60.531595,42,2306.980851,diamond_ore
77.77155,12,2310.447404,diamond_ore
78.369272,17,2313.83453,diamond_ore
93.368366,13,2317.463858,diamond_ore
41.977529,89,2324.720909,diamond_ore
46.496577,15,2327.706353,diamond_ore
40.834442,49,2333.995158,diamond_ore
92.019019,19,2337.775471,diamond_ore
70.96195,44,2342.212,diamond_ore
96.268127,15,2345.42138,diamond_ore
76.398891,21,2349.101113,diamond_ore
91.370612,14,2353.402602,diamond_ore
57.620104,46,2358.635596,diamond_ore
49.060942,70,2365.144178,diamond_ore
64.898382,32,2369.554627,diamond_ore
71.487656,20,2374.490167,diamond_ore
95.918366,14,2377.468166,diamond_ore
86.3914,20,2380.8464,diamond_ore
100.13,12,2384.086036,diamond_ore
70.445372,35,2388.916701,diamond_ore
74.052871,21,2392.991391,diamond_ore
91.218146,19,2397.117838,diamond_ore
22.715318,87,2405.167841,diamond_ore
49.831077,46,2409.891465,diamond_ore
67.411006,29,2413.869751,diamond_ore
47.558656,22,2417.65445,diamond_ore
66.544834,82,2424.986249,diamond_ore
98.681122,15,2428.004197,diamond_ore
72.695433,22,2431.412156,diamond_ore
92.545966,5,2433.892725,diamond_ore
100.39,11,2437.652682,diamond_ore
100.196559,12,2440.91587,diamond_ore
61.218245,35,2445.495178,diamond_ore
37.707187,77,2452.478828,diamond_ore
36.785196,62,2458.277259,diamond_ore
74.194789,15,2461.4479,diamond_ore
99.00816,16,2465.135719,diamond_ore
100.160601,14,2468.576544,diamond_ore
59.941116,62,2474.426777,diamond_ore
87.641703,20,2478.29048,diamond_ore
38.674622,47,2483.486306,diamond_ore
94.86,9,2486.311622,diamond_ore
82.585966,10,2489.408077,diamond_ore
76.472006,26,2493.209073,diamond_ore
68.278874,31,2497.807449,diamond_ore
36.091881,37,2502.015307,diamond_ore
18.560071,38,2506.230524,diamond_ore
95.109141,16,2509.464801,diamond_ore
62.741763,59,2516.612775,diamond_ore
70.658507,39,2521.464539,diamond_ore
31.292882,81,2528.532425,diamond_ore
101.129585,14,2531.494761,diamond_ore
58.345906,49,2536.575711,diamond_ore
97.836458,8,2539.24788,diamond_ore
95.334113,16,2543.650615,diamond_ore
57.397386,48,2549.628671,diamond_ore
51.35498,78,2556.711517,diamond_ore
58.458192,32,2561.115164,diamond_ore
90.052426,8,2563.831283,diamond_ore
61.144002,39,2568.297901,diamond_ore
70.339058,40,2572.801762,diamond_ore
74.093282,25,2576.726174,diamond_ore
96.952213,15,2580.150023,diamond_ore
74.257575,31,2585.245879,diamond_ore
80.621781,18,2588.483834,diamond_ore
44.089564,20,2591.933906,diamond_ore
69.663307,38,2596.432083,diamond_ore
74.608873,29,2600.262084,diamond_ore
88.480492,7,2603.417345,diamond_ore
42.882882,20,2606.613995,diamond_ore
85.77057,18,2610.212356,diamond_ore
80.048025,19,2613.759405,diamond_ore
75.106628,59,2620.382987,diamond_ore
61.716194,24,2624.078955,diamond_ore
85.977812,22,2628.037921,diamond_ore
31.310899,27,2631.99425,diamond_ore
109.365966,7,2634.805795,diamond_ore
96.185372,15,2639.209054,diamond_ore
95.07,4,2641.47104,diamond_ore
56.966452,47,2647.914684,diamond_ore
47.861066,64,2653.541555,diamond_ore
84.530518,19,2658.631068,diamond_ore
77.363405,16,2661.812599,diamond_ore
71.034704,16,2665.419909,diamond_ore
55.792033,30,2669.299305,diamond_ore
89.509897,19,2672.853851,diamond_ore
80.972395,23,2676.722925,diamond_ore
85.776558,21,2680.364083,diamond_ore
101.772526,8,2684.120555,diamond_ore
88.764214,8,2687.011085,diamond_ore
80.115433,24,2692.172369,diamond_ore
81.384168,13,2695.142759,diamond_ore
64.99,36,2700.596119,diamond_ore
35.288608,46,2705.348689,diamond_ore
73.161914,12,2708.739489,diamond_ore
45.917731,36,2713.378253,diamond_ore
60.062721,57,2718.792528,diamond_ore
69.535259,40,2723.343486,diamond_ore
64.736118,35,2728.433981,diamond_ore
85.372017,22,2732.101687,diamond_ore
43.474983,57,2738.88652,diamond_ore
83.373413,8,2741.558249,diamond_ore
-26.183899,100,2749.99157,diamond_ore
53.841794,33,2754.228486,diamond_ore
89.980672,13,2756.930212,diamond_ore
104.01,9,2759.845337,diamond_ore
71.721394,22,2763.195239,diamond_ore
83.400699,25,2767.17648,diamond_ore
54.757888,64,2773.890671,diamond_ore
78.624453,18,2777.560752,diamond_ore
67.759519,30,2781.800406,diamond_ore
65.637453,18,2785.190558,diamond_ore
84.922824,22,2789.128186,diamond_ore
96.161499,14,2792.454641,diamond_ore
61.562703,23,2796.458529,diamond_ore
69.441351,43,2801.273138,diamond_ore
98.159101,16,2804.086796,diamond_ore
61.292015,61,2809.853333,diamond_ore
83.092871,12,2814.631402,diamond_ore
10.776924,79,2822.110641,diamond_ore
50.551645,63,2828.38289,diamond_ore
87.12445,21,2831.6183,diamond_ore
85.97,8,2834.542233,diamond_ore
54.604886,30,2838.49864,diamond_ore
72.28476,50,2844.992844,diamond_ore
51.943994,68,2851.476404,diamond_ore
88.711507,20,2854.909885,diamond_ore
85.885004,16,2857.93987,diamond_ore
38.955659,22,2861.462417,diamond_ore
82.878497,25,2866.560447,diamond_ore
65.811558,28,2870.474859,diamond_ore
66.302099,41,2875.011287,diamond_ore
78.277673,18,2877.864775,diamond_ore
69.982193,31,2882.155423,diamond_ore
81.729233,9,2884.98577,diamond_ore
62.794085,28,2888.906854,diamond_ore
61.51358,27,2892.875415,diamond_ore
87.43,7,2895.996884,diamond_ore
40.563258,29,2900.322885,diamond_ore
69.667731,38,2904.536664,diamond_ore
78.390472,20,2907.974617,diamond_ore
72.397794,19,2912.747118,diamond_ore
75.84449,22,2917.78259,diamond_ore
84.890195,21,2922.212434,diamond_ore
93.71,14,2925.486143,diamond_ore
108.319081,9,2929.6671,diamond_ore
84.215966,9,2932.630726,diamond_ore
87.903341,9,2935.457489,diamond_ore
68.425433,28,2939.554962,diamond_ore
76.816596,14,2943.104828,diamond_ore
70.914298,30,2948.097447,diamond_ore
80.208127,26,2951.636339,diamond_ore
40.772497,58,2957.550521,diamond_ore
96.308284,16,2960.901804,diamond_ore
104.495433,11,2963.787561,diamond_ore
86.189162,10,2967.745741,diamond_ore
80.934052,24,2971.497051,diamond_ore
93.046559,14,2974.418551,diamond_ore
68.788274,29,2979.230083,diamond_ore
66.523064,45,2983.925628,diamond_ore
76.387871,29,2987.762089,diamond_ore
93.238384,17,2991.002285,diamond_ore
95.822302,16,2994.364221,diamond_ore
81.03,17,2997.942774,diamond_ore
100.583845,14,3001.178196,diamond_ore
97.988284,13,3004.904494,diamond_ore
85.970205,8,3007.869117,diamond_ore
82.90765,24,3011.497241,diamond_ore
72.907495,30,3015.235108,diamond_ore
61.885013,29,3019.557106,diamond_ore
95.57,13,3023.063363,diamond_ore
86.995966,5,3025.848323,diamond_ore
75.948551,15,3029.179619,diamond_ore
88.97766,18,3032.517615,diamond_ore
68.203294,29,3037.137506,diamond_ore
96.196625,13,3040.431112,diamond_ore
79.150492,18,3043.821474,diamond_ore
104.81,9,3046.517171,diamond_ore
87.187843,23,3050.694641,diamond_ore
33.488483,80,3058.572134,diamond_ore
94.213921,19,3062.117869,diamond_ore
65.331653,64,3067.917169,diamond_ore
55.245346,42,3072.366656,diamond_ore
79.418996,21,3075.978102,diamond_ore
86.517526,24,3079.996743,diamond_ore
104.138148,13,3083.13669,diamond_ore
70.009039,34,3087.611971,diamond_ore
85.53063,19,3091.273243,diamond_ore
71.650492,18,3094.421454,diamond_ore
91.696458,7,3096.932344,diamond_ore
78.269933,25,3101.776899,diamond_ore
88.663759,21,3105.35543,diamond_ore
68.260562,18,3108.905246,diamond_ore
70.603053,28,3113.010269,diamond_ore
82.031521,23,3116.652423,diamond_ore
69.117636,43,3121.422821,diamond_ore
84.965619,21,3126.420581,diamond_ore
67.673003,18,3131.056576,diamond_ore
92.35,16,3134.097496,diamond_ore
108.626206,10,3138.26754,diamond_ore
95.729506,16,3141.96478,diamond_ore
74.310221,31,3145.933698,diamond_ore
63.418206,19,3149.474484,diamond_ore
111.670492,6,3152.300291,diamond_ore
72.878597,19,3155.700239,diamond_ore
79.365946,12,3158.752011,diamond_ore
75.485304,26,3162.936565,diamond_ore
57.283146,24,3166.477697,diamond_ore
90.696828,16,3170.408375,diamond_ore
90.282286,18,3173.888297,diamond_ore
72.78118,22,3177.595819,diamond_ore
89.460492,7,3180.418071,diamond_ore
92.448763,19,3184.049716,diamond_ore
85.27,19,3187.978897,diamond_ore
60.492047,38,3193.029794,diamond_ore
80.315338,18,3196.983629,diamond_ore
85.55107,11,3200.051248,diamond_ore
84.032802,23,3203.703413,diamond_ore
87.67,13,3206.944755,diamond_ore
94.362218,17,3210.154931,diamond_ore
81.703084,25,3214.224182,diamond_ore
66.357834,49,3219.165493,diamond_ore
75.303063,22,3223.246758,diamond_ore
101.618408,13,3226.341176,diamond_ore
72.780476,25,3230.110496,diamond_ore
71.11155,35,3234.541553,diamond_ore
84.759973,11,3237.464522,diamond_ore
68.136695,41,3242.142427,diamond_ore
75.897378,30,3246.007684,diamond_ore
75.257533,18,3250.586926,diamond_ore
95.07,4,3253.165205,diamond_ore
60.74059,31,3257.913293,diamond_ore
91.468405,19,3262.847613,diamond_ore
72.021762,37,3267.159374,diamond_ore
80.083392,27,3271.310449,diamond_ore
31.694846,58,3278.183678,diamond_ore
86.992721,15,3281.52325,diamond_ore
69.414456,32,3285.539345,diamond_ore
56.639648,24,3289.033728,diamond_ore
77.625494,27,3292.766033,diamond_ore
71.256068,33,3296.712316,diamond_ore
89.531914,8,3299.734766,diamond_ore
95.07,4,3302.090257,diamond_ore
90.758294,19,3305.443695,diamond_ore
85.215115,17,3308.554171,diamond_ore
74.509034,29,3312.412366,diamond_ore
96.690666,15,3315.525729,diamond_ore
86.751097,8,3318.746191,diamond_ore
102.6,10,3321.716355,diamond_ore
72.841967,28,3325.825512,diamond_ore
82.034802,13,3328.893522,diamond_ore
68.098554,32,3333.40701,diamond_ore
64.336125,35,3337.577642,diamond_ore
76.388029,29,3341.163569,diamond_ore
79.069608,26,3345.557327,diamond_ore
94.772021,16,3349.896069,diamond_ore
76.841569,16,3353.084512,diamond_ore
83.110056,24,3357.089987,diamond_ore
98.460067,13,3360.097733,diamond_ore
99.589229,14,3363.291572,diamond_ore
78.721914,10,3365.684336,diamond_ore
